,Unnamed: 0,author_review_count,rating,title,date,location,body,Seat Type,Aircraft Type,Seat Layout,Date Flown,Type Of Traveller,Seat Legroom,Seat Recline,Seat Width,Aisle Space,Seat Storage,Recommended,airline_slug,airline,Viewing Tv Screen,Power Supply,Sleep Comfort,Sitting Comfort,Seat/bed Width,Seat/bed Length,Seat Privacy,cleaned_body,scores,pos_score,neu_score,neg_score,compound_score
1652,1652,0.0,0.1,British Airways customer review,2014-01-06,United States,"I guess BA are not upgrading WT+ as they retire the 747 fleet. The WT+ cabin is worn shabby and awful - the seat cushioning - so old - it has no ""cushion"" left. On 3 out of 4 sectors on a recent trip - if you are not in Row 28 or 29 the main course menu choices (Club World meal) seemed to be unavailable. With my reservation despite entering Economy as cabin choice it defaulted to World Traveller Plus for more or less the same way. But as other travelers have noted this is NOT worth the extra money. And as for the crew - as tired and worn as the seats.",Premium Economy,BOEING 747-400,2x4x2,,,0.6,0.6,0.4,0.8,,no,british-airways,British Airways,0.2,,,,,,,guess upgrading wt retire fleet wt cabin worn shabby awful seat cushioning old cushion left sector recent trip row main course menu choice club world meal seemed unavailable reservation despite entering economy cabin choice defaulted world traveller plus le way traveler noted worth extra money crew tired worn seat,"{'neg': 0.183, 'neu': 0.783, 'pos': 0.034, 'compound': -0.8126}",0.034,0.783,0.183,-0.8126
1653,1653,0.0,0.1,British Airways customer review,2014-01-06,United States,JFK-LHR-JFK. Worst legroom I have ever experienced - never been an issue before in 20 years of flying with BA. Paid $75 per seat to have exit aisle seat on return flight. Cabin service was very good.,Economy Class,BOEING 777,3x3x3,,,0.2,0.4,0.6,0.2,,no,british-airways,British Airways,0.4,,,,,,,jfk lhr jfk worst legroom ever experienced never issue year flying paid seat exit aisle seat return flight cabin service good,"{'neg': 0.158, 'neu': 0.731, 'pos': 0.112, 'compound': -0.296}",0.112,0.731,0.158,-0.296
1654,1654,0.0,0.6,British Airways customer review,2014-01-06,Australia,Seat: 33H (LHR-SIN). Right side of the plane first row in economy which is an aisle seat at the bulkhead so you have room to stretch out but creeps into the aisle. The width of these seats I found a problem the rest are wider which aren't bulkhead. I wanted an exit seat but there aren't any on the BA 747's. It was a cheap flight so wasn't too fussed. Headrests are great BUT they slide down a lot. The seats also have a lot of flex if someone behind leans on yours to get of the seat. TV's are good size but could be bigger.,Economy Class,BOEING 747-400,3x4x3,,,0.8,1.0,0.4,0.8,,True,british-airways,British Airways,0.8,,,,,,,seat lhr right side plane first row economy aisle seat bulkhead room stretch creep aisle width seat found problem rest wider bulkhead wanted exit seat cheap flight fussed headrest great slide lot seat lot flex someone behind lean get seat tv good size could bigger,"{'neg': 0.052, 'neu': 0.812, 'pos': 0.135, 'compound': 0.6486}",0.135,0.812,0.052,0.6486
1655,1655,0.0,0.3,British Airways customer review,2013-10-24,United Kingdom,Horrible experience on a long haul flight almost claustrophobic. Very easy to physically come into contact with passengers seated next to you. Little room to stretch so the body starts to feel uncomfortable and awkward. Best to move out of the seat and walk to the back of the plane.,Economy Class,BOEING 747-400,3x4x3,,,0.4,0.8,0.2,0.2,,no,british-airways,British Airways,0.8,,,,,,,horrible experience long haul flight almost claustrophobic easy physically contact passenger seated next little room stretch body start feel uncomfortable awkward best move seat walk back plane,"{'neg': 0.211, 'neu': 0.602, 'pos': 0.187, 'compound': 0.0314}",0.187,0.602,0.211,0.0314
1656,1656,0.0,0.5,British Airways customer review,2013-10-11,United Kingdom,11 hour flight with British Airways. Told at gate that in flight entertainment not working in this seat. No alternative offered by staff. Not even an apology which is what rankles - acknowledging the problem would cost nothing. Appalling attitude by staff. I fly regularly in BA economy class but this kind of thing makes me think again.,Economy Class,BOEING 747-400,3x4x3,,,1.0,1.0,0.6,0.6,,no,british-airways,British Airways,0.2,,,,,,,hour flight british airway told gate flight entertainment working seat alternative offered staff even apology rankles acknowledging problem would cost nothing appalling attitude staff fly regularly economy class kind thing make think,"{'neg': 0.069, 'neu': 0.689, 'pos': 0.243, 'compound': 0.7013}",0.243,0.689,0.069,0.7013
1657,1657,0.0,0.3,British Airways customer review,2013-10-11,United Kingdom,My husband had no working PTV on the way out and was offered a free drink - that was free in any event. Thomson Airways premium economy is much better.,Premium Economy,BOEING 747-400,2x4x2,,,0.6,0.2,0.4,0.2,,no,british-airways,British Airways,0.2,,,,,,,husband working ptv way offered free drink free event thomson airway premium economy much better,"{'neg': 0.0, 'neu': 0.558, 'pos': 0.442, 'compound': 0.8591}",0.442,0.558,0.0,0.8591
1658,1658,0.0,0.6,British Airways customer review,2013-09-06,United States,Older 747 but equipment worked. Try not to seat behind the bulkhead seats ie Seat 31 because the leg room is reduced as the seats in front have AVOD equipment under theirs.,Economy Class,BOEING 747-400,3x4x3,,,0.4,0.6,0.6,0.4,,True,british-airways,British Airways,0.4,,,,,,,older equipment worked try seat behind bulkhead seat ie seat leg room reduced seat front avod equipment,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1659,1659,0.0,0.1,British Airways customer review,2013-09-06,United Kingdom,25B - last row of aircraft and a middle seat. Very little legroom in all seats in this row meant a very uncomfortable flight. Airbus have poorly designed these seats. The edge of the seat in front is moulded in such a way that the seat back in front digs into your knees. Terrible. Avoid at all costs.,Economy Class,AIRBUS A319,3x3,,,0.2,0.4,0.4,0.2,,no,british-airways,British Airways,,,,,,,,last row aircraft middle seat little legroom seat row meant uncomfortable flight airbus poorly designed seat edge seat front moulded way seat back front dig knee terrible avoid cost,"{'neg': 0.233, 'neu': 0.767, 'pos': 0.0, 'compound': -0.7845}",0.0,0.767,0.233,-0.7845
1660,1660,0.0,0.2,British Airways customer review,2013-09-06,,We had bulk head seats so plenty of legroom. However the seats were hard and with very little rake. The blankets were inadequate and we froze all night. We think not worth the £250 each extra one way. better off buying a well placed economy seat.,Premium Economy,BOEING 777,2x4x2,,,0.8,0.4,0.6,0.8,,no,british-airways,British Airways,0.6,,,,,,,bulk head seat plenty legroom however seat hard little rake blanket inadequate froze night think worth extra way better buying well placed economy seat,"{'neg': 0.129, 'neu': 0.639, 'pos': 0.232, 'compound': 0.4703}",0.232,0.639,0.129,0.4703
1661,1661,0.0,1.0,British Airways customer review,2013-09-06,United Kingdom,LHR-FRA-LHR. Sat in the rear economy cabin which is nice. The combination of A380 ride and cabin comfort with the BA economy seat product works well.,Economy Class,AIRBUS A380,3x4x3,,,1.0,1.0,1.0,1.0,,True,british-airways,British Airways,1.0,,,,,,,lhr lhr sat rear economy cabin nice combination ride cabin comfort economy seat product work well,"{'neg': 0.0, 'neu': 0.637, 'pos': 0.363, 'compound': 0.7506}",0.363,0.637,0.0,0.7506
1662,1662,0.0,0.1,British Airways customer review,2013-09-06,United Kingdom,Not much legroom and what was there had a metal box taking up loads of space. Deeply uncomfortable. Person in front couldn't recline seat - my legs were crushed right into the back.,Economy Class,BOEING 777,3x3x3,,,0.2,0.2,1.0,0.6,,no,british-airways,British Airways,1.0,,,,,,,much legroom metal box taking load space deeply uncomfortable person front recline seat leg crushed right back,"{'neg': 0.275, 'neu': 0.725, 'pos': 0.0, 'compound': -0.6901}",0.0,0.725,0.275,-0.6901
1663,1663,0.0,0.7,British Airways customer review,2013-04-25,Italy,WT+ from JFK to LHR. I was in the middle seat. Generally I avoid it but in this case I forced by a delay on my scheduled flight so I changed at last minute to catch the flight before. Therefore I scored half point less than when I had an aisle seat in the same cabin. Food is not very good as it is the same from WT. Nice service and amenities.,Premium Economy,BOEING 747-400,2x4x2,,,0.8,0.6,0.6,0.6,,True,british-airways,British Airways,0.6,,,,,,,wt jfk lhr middle seat generally avoid case forced delay scheduled flight changed last minute catch flight therefore scored half point le aisle seat cabin food good wt nice service amenity,"{'neg': 0.191, 'neu': 0.663, 'pos': 0.145, 'compound': -0.2023}",0.145,0.663,0.191,-0.2023
1664,1664,0.0,0.8,British Airways customer review,2013-04-20,United Kingdom,I see it as a great deal the seat has a lot more comfort than in WT and you get the business class food which is alright. The only few things I could complain about was the fact that I had to use vile urine smelling lavatories that looked like they had been vandalised. And also the useless uninspiring staff that all looked like they had swallowed a wasp. Four hours into the flight they had got bored and were all playing scrabble on their iPhones at the back of the plane and you had to go and ask them for a drink and even then they gave you the evils and threw it at you. Can't beat a good douse of British hospitality!,Premium Economy,BOEING 777-200ER,2x4x2,,,0.8,0.4,0.6,0.2,,True,british-airways,British Airways,0.6,,,,,,,see great deal seat lot comfort wt get business class food alright thing could complain fact use vile urine smelling lavatory looked like vandalised useless uninspiring staff looked like swallowed wasp four hour flight got bored playing scrabble iphones back plane go ask drink even gave evil threw beat good douse british hospitality,"{'neg': 0.211, 'neu': 0.545, 'pos': 0.243, 'compound': 0.1027}",0.243,0.545,0.211,0.1027
